Category,Word,Likelihood,Prior
fact,nothing,0.0024937655860349127,0.5
fact,cells,0.007481296758104738,0.5
fact,travels,0.004987531172069825,0.5
fact,great,0.007481296758104738,0.5
fact,skeleton,0.004987531172069825,0.5
fact,disasters,0.0024937655860349127,0.5
fact,secretary,0.004987531172069825,0.5
fact,sea,0.004987531172069825,0.5
fact,enjoyable,0.0024937655860349127,0.5
fact,relationships,0.0024937655860349127,0.5
fact,eiffel,0.004987531172069825,0.5
fact,preventable,0.0024937655860349127,0.5
fact,talent,0.0024937655860349127,0.5
fact,dangerous,0.0024937655860349127,0.5
fact,dna,0.004987531172069825,0.5
fact,money,0.0024937655860349127,0.5
fact,learn,0.0024937655860349127,0.5
fact,bacteria,0.004987531172069825,0.5
fact,happiness,0.0024937655860349127,0.5
fact,pets,0.0024937655860349127,0.5
fact,at,0.007481296758104738,0.5
fact,better,0.0024937655860349127,0.5
fact,o,0.004987531172069825,0.5
fact,largest,0.004987531172069825,0.5
fact,flavor,0.0024937655860349127,0.5
fact,winter,0.0024937655860349127,0.5
fact,watching,0.0024937655860349127,0.5
fact,planet,0.004987531172069825,0.5
fact,traveling,0.0024937655860349127,0.5
fact,blood,0.007481296758104738,0.5
fact,wall,0.004987531172069825,0.5
fact,human,0.012468827930174564,0.5
fact,games,0.0024937655860349127,0.5
fact,space,0.004987531172069825,0.5
fact,really,0.0024937655860349127,0.5
fact,",",0.00997506234413965,0.5
fact,successful,0.0024937655860349127,0.5
fact,strict,0.0024937655860349127,0.5
fact,'s,0.007481296758104738,0.5
fact,celsius,0.004987531172069825,0.5
fact,ocean,0.007481296758104738,0.5
fact,for,0.004987531172069825,0.5
fact,your,0.004987531172069825,0.5
fact,by,0.007481296758104738,0.5
fact,china,0.004987531172069825,0.5
fact,best,0.0024937655860349127,0.5
fact,u.s.,0.004987531172069825,0.5
fact,car,0.0024937655860349127,0.5
fact,eye,0.0024937655860349127,0.5
fact,wisdom,0.0024937655860349127,0.5
fact,tower,0.004987531172069825,0.5
fact,’,0.0024937655860349127,0.5
fact,to,0.0024937655860349127,0.5
fact,most,0.004987531172069825,0.5
fact,venus,0.004987531172069825,0.5
fact,only,0.0024937655860349127,0.5
fact,beholder,0.0024937655860349127,0.5
fact,are,0.007481296758104738,0.5
fact,their,0.004987531172069825,0.5
fact,education,0.0024937655860349127,0.5
fact,pacific,0.004987531172069825,0.5
fact,hamilton,0.004987531172069825,0.5
fact,books,0.0024937655860349127,0.5
fact,amazon,0.004987531172069825,0.5
fact,water,0.004987531172069825,0.5
fact,healthier,0.0024937655860349127,0.5
fact,beats,0.0024937655860349127,0.5
fact,speed,0.004987531172069825,0.5
fact,.,0.05236907730673317,0.5
fact,natural,0.0024937655860349127,0.5
fact,element,0.004987531172069825,0.5
fact,faces,0.004987531172069825,0.5
fact,alexander,0.004987531172069825,0.5
fact,viruses,0.004987531172069825,0.5
fact,waste,0.0024937655860349127,0.5
fact,life,0.0024937655860349127,0.5
fact,play,0.0024937655860349127,0.5
fact,antibiotics,0.004987531172069825,0.5
fact,pizza,0.0024937655860349127,0.5
fact,second,0.007481296758104738,0.5
fact,on,0.004987531172069825,0.5
fact,faster,0.004987531172069825,0.5
fact,beach,0.0024937655860349127,0.5
fact,with,0.004987531172069825,0.5
fact,the,0.05236907730673317,0.5
fact,short,0.0024937655860349127,0.5
fact,comes,0.0024937655860349127,0.5
fact,food,0.004987531172069825,0.5
fact,too,0.0024937655860349127,0.5
fact,sound,0.004987531172069825,0.5
fact,ab,0.004987531172069825,0.5
fact,in,0.012468827930174564,0.5
fact,of,0.0199501246882793,0.5
fact,there,0.004987531172069825,0.5
fact,people,0.0024937655860349127,0.5
fact,buy,0.0024937655860349127,0.5
fact,206,0.004987531172069825,0.5
fact,per,0.004987531172069825,0.5
fact,if,0.0024937655860349127,0.5
fact,slaves,0.004987531172069825,0.5
fact,first,0.004987531172069825,0.5
fact,vacation,0.0024937655860349127,0.5
fact,lasts,0.0024937655860349127,0.5
fact,from,0.007481296758104738,0.5
fact,boils,0.004987531172069825,0.5
fact,visible,0.004987531172069825,0.5
fact,beauty,0.0024937655860349127,0.5
fact,more,0.004987531172069825,0.5
fact,which,0.004987531172069825,0.5
fact,bats,0.004987531172069825,0.5
fact,can,0.007481296758104738,0.5
fact,types,0.004987531172069825,0.5
fact,located,0.004987531172069825,0.5
fact,salads,0.0024937655860349127,0.5
fact,isn,0.0024937655860349127,0.5
fact,improve,0.0024937655860349127,0.5
fact,pyramid,0.004987531172069825,0.5
fact,love,0.0024937655860349127,0.5
fact,blueprint,0.004987531172069825,0.5
fact,all,0.0024937655860349127,0.5
fact,blind,0.004987531172069825,0.5
fact,bones,0.004987531172069825,0.5
fact,age,0.0024937655860349127,0.5
fact,movies,0.0024937655860349127,0.5
fact,college,0.0024937655860349127,0.5
fact,produces,0.004987531172069825,0.5
fact,time,0.0024937655860349127,0.5
fact,make,0.004987531172069825,0.5
fact,recognize,0.004987531172069825,0.5
fact,process,0.004987531172069825,0.5
fact,bees,0.004987531172069825,0.5
fact,dogs,0.0024937655860349127,0.5
fact,light,0.007481296758104738,0.5
fact,true,0.0024937655860349127,0.5
fact,every,0.004987531172069825,0.5
fact,four,0.004987531172069825,0.5
fact,paris,0.004987531172069825,0.5
fact,option,0.0024937655860349127,0.5
fact,children,0.0024937655860349127,0.5
fact,media,0.0024937655860349127,0.5
fact,treated,0.004987531172069825,0.5
fact,sun,0.004987531172069825,0.5
fact,level,0.004987531172069825,0.5
fact,rainforest,0.004987531172069825,0.5
fact,pumps,0.004987531172069825,0.5
fact,kilometers,0.004987531172069825,0.5
fact,body,0.00997506234413965,0.5
fact,plants,0.004987531172069825,0.5
fact,art,0.0024937655860349127,0.5
fact,degrees,0.004987531172069825,0.5
fact,modern,0.0024937655860349127,0.5
fact,t,0.0024937655860349127,0.5
fact,video,0.0024937655860349127,0.5
fact,ice,0.0024937655860349127,0.5
fact,vacuum,0.004987531172069825,0.5
fact,be,0.004987531172069825,0.5
fact,cats,0.0024937655860349127,0.5
fact,platforms,0.0024937655860349127,0.5
fact,earth,0.007481296758104738,0.5
fact,photosynthesis,0.004987531172069825,0.5
fact,living,0.004987531172069825,0.5
fact,than,0.00997506234413965,0.5
fact,made,0.004987531172069825,0.5
fact,b,0.004987531172069825,0.5
fact,"299,792",0.004987531172069825,0.5
fact,giza,0.004987531172069825,0.5
fact,they,0.0024937655860349127,0.5
fact,requires,0.0024937655860349127,0.5
fact,a,0.007481296758104738,0.5
fact,oxygen,0.007481296758104738,0.5
fact,100,0.004987531172069825,0.5
fact,chocolate,0.0024937655860349127,0.5
fact,heart,0.004987531172069825,0.5
fact,%,0.004987531172069825,0.5
fact,change,0.0024937655860349127,0.5
fact,20,0.004987531172069825,0.5
fact,has,0.004987531172069825,0.5
fact,thing,0.004987531172069825,0.5
fact,want,0.0024937655860349127,0.5
fact,through,0.004987531172069825,0.5
fact,degree,0.0024937655860349127,0.5
fact,treasury,0.004987531172069825,0.5
fact,personal,0.0024937655860349127,0.5
fact,social,0.0024937655860349127,0.5
fact,built,0.004987531172069825,0.5
fact,german,0.0024937655860349127,0.5
fact,forever,0.0024937655860349127,0.5
fact,reading,0.0024937655860349127,0.5
fact,guarantees,0.0024937655860349127,0.5
fact,real,0.0024937655860349127,0.5
fact,up,0.004987531172069825,0.5
fact,was,0.007481296758104738,0.5
fact,career,0.0024937655860349127,0.5
fact,cream,0.0024937655860349127,0.5
fact,and,0.004987531172069825,0.5
fact,abundant,0.004987531172069825,0.5
fact,plane,0.0024937655860349127,0.5
fact,less,0.004987531172069825,0.5
fact,world,0.004987531172069825,0.5
fact,crust,0.004987531172069825,0.5
fact,is,0.02493765586034913,0.5
fact,:,0.004987531172069825,0.5
fact,summer,0.0024937655860349127,0.5
opinion,nothing,0.005681818181818182,0.5
opinion,cells,0.002840909090909091,0.5
opinion,travels,0.002840909090909091,0.5
opinion,great,0.002840909090909091,0.5
opinion,skeleton,0.002840909090909091,0.5
opinion,disasters,0.005681818181818182,0.5
opinion,secretary,0.002840909090909091,0.5
opinion,sea,0.002840909090909091,0.5
opinion,enjoyable,0.005681818181818182,0.5
opinion,relationships,0.005681818181818182,0.5
opinion,eiffel,0.002840909090909091,0.5
opinion,preventable,0.005681818181818182,0.5
opinion,talent,0.005681818181818182,0.5
opinion,dangerous,0.005681818181818182,0.5
opinion,dna,0.002840909090909091,0.5
opinion,money,0.005681818181818182,0.5
opinion,learn,0.008522727272727272,0.5
opinion,bacteria,0.002840909090909091,0.5
opinion,happiness,0.005681818181818182,0.5
opinion,pets,0.005681818181818182,0.5
opinion,at,0.002840909090909091,0.5
opinion,better,0.011363636363636364,0.5
opinion,o,0.002840909090909091,0.5
opinion,largest,0.002840909090909091,0.5
opinion,flavor,0.005681818181818182,0.5
opinion,winter,0.005681818181818182,0.5
opinion,watching,0.005681818181818182,0.5
opinion,planet,0.002840909090909091,0.5
opinion,traveling,0.005681818181818182,0.5
opinion,blood,0.002840909090909091,0.5
opinion,wall,0.002840909090909091,0.5
opinion,human,0.002840909090909091,0.5
opinion,games,0.005681818181818182,0.5
opinion,space,0.002840909090909091,0.5
opinion,really,0.005681818181818182,0.5
opinion,",",0.002840909090909091,0.5
opinion,successful,0.005681818181818182,0.5
opinion,strict,0.005681818181818182,0.5
opinion,'s,0.002840909090909091,0.5
opinion,celsius,0.002840909090909091,0.5
opinion,ocean,0.002840909090909091,0.5
opinion,for,0.002840909090909091,0.5
opinion,your,0.002840909090909091,0.5
opinion,by,0.008522727272727272,0.5
opinion,china,0.002840909090909091,0.5
opinion,best,0.005681818181818182,0.5
opinion,u.s.,0.002840909090909091,0.5
opinion,car,0.005681818181818182,0.5
opinion,eye,0.005681818181818182,0.5
opinion,wisdom,0.005681818181818182,0.5
opinion,tower,0.002840909090909091,0.5
opinion,’,0.005681818181818182,0.5
opinion,to,0.008522727272727272,0.5
opinion,most,0.002840909090909091,0.5
opinion,venus,0.002840909090909091,0.5
opinion,only,0.005681818181818182,0.5
opinion,beholder,0.005681818181818182,0.5
opinion,are,0.008522727272727272,0.5
opinion,their,0.002840909090909091,0.5
opinion,education,0.005681818181818182,0.5
opinion,pacific,0.002840909090909091,0.5
opinion,hamilton,0.002840909090909091,0.5
opinion,books,0.005681818181818182,0.5
opinion,amazon,0.002840909090909091,0.5
opinion,water,0.002840909090909091,0.5
opinion,healthier,0.005681818181818182,0.5
opinion,beats,0.005681818181818182,0.5
opinion,speed,0.002840909090909091,0.5
opinion,.,0.05965909090909091,0.5
opinion,natural,0.005681818181818182,0.5
opinion,element,0.002840909090909091,0.5
opinion,faces,0.002840909090909091,0.5
opinion,alexander,0.002840909090909091,0.5
opinion,viruses,0.002840909090909091,0.5
opinion,waste,0.005681818181818182,0.5
opinion,life,0.005681818181818182,0.5
opinion,play,0.005681818181818182,0.5
opinion,antibiotics,0.002840909090909091,0.5
opinion,pizza,0.005681818181818182,0.5
opinion,second,0.002840909090909091,0.5
opinion,on,0.002840909090909091,0.5
opinion,faster,0.002840909090909091,0.5
opinion,beach,0.005681818181818182,0.5
opinion,with,0.005681818181818182,0.5
opinion,the,0.011363636363636364,0.5
opinion,short,0.005681818181818182,0.5
opinion,comes,0.005681818181818182,0.5
opinion,food,0.005681818181818182,0.5
opinion,too,0.005681818181818182,0.5
opinion,sound,0.002840909090909091,0.5
opinion,ab,0.002840909090909091,0.5
opinion,in,0.005681818181818182,0.5
opinion,of,0.008522727272727272,0.5
opinion,there,0.002840909090909091,0.5
opinion,people,0.005681818181818182,0.5
opinion,buy,0.005681818181818182,0.5
opinion,206,0.002840909090909091,0.5
opinion,per,0.002840909090909091,0.5
opinion,if,0.005681818181818182,0.5
opinion,slaves,0.002840909090909091,0.5
opinion,first,0.002840909090909091,0.5
opinion,vacation,0.005681818181818182,0.5
opinion,lasts,0.005681818181818182,0.5
opinion,from,0.002840909090909091,0.5
opinion,boils,0.002840909090909091,0.5
opinion,visible,0.002840909090909091,0.5
opinion,beauty,0.005681818181818182,0.5
opinion,more,0.008522727272727272,0.5
opinion,which,0.002840909090909091,0.5
opinion,bats,0.002840909090909091,0.5
opinion,can,0.008522727272727272,0.5
opinion,types,0.002840909090909091,0.5
opinion,located,0.002840909090909091,0.5
opinion,salads,0.005681818181818182,0.5
opinion,isn,0.005681818181818182,0.5
opinion,improve,0.005681818181818182,0.5
opinion,pyramid,0.002840909090909091,0.5
opinion,love,0.005681818181818182,0.5
opinion,blueprint,0.002840909090909091,0.5
opinion,all,0.005681818181818182,0.5
opinion,blind,0.002840909090909091,0.5
opinion,bones,0.002840909090909091,0.5
opinion,age,0.005681818181818182,0.5
opinion,movies,0.005681818181818182,0.5
opinion,college,0.005681818181818182,0.5
opinion,produces,0.002840909090909091,0.5
opinion,time,0.005681818181818182,0.5
opinion,make,0.005681818181818182,0.5
opinion,recognize,0.002840909090909091,0.5
opinion,process,0.002840909090909091,0.5
opinion,bees,0.002840909090909091,0.5
opinion,dogs,0.005681818181818182,0.5
opinion,light,0.002840909090909091,0.5
opinion,true,0.005681818181818182,0.5
opinion,every,0.002840909090909091,0.5
opinion,four,0.002840909090909091,0.5
opinion,paris,0.002840909090909091,0.5
opinion,option,0.005681818181818182,0.5
opinion,children,0.005681818181818182,0.5
opinion,media,0.005681818181818182,0.5
opinion,treated,0.002840909090909091,0.5
opinion,sun,0.002840909090909091,0.5
opinion,level,0.002840909090909091,0.5
opinion,rainforest,0.002840909090909091,0.5
opinion,pumps,0.002840909090909091,0.5
opinion,kilometers,0.002840909090909091,0.5
opinion,body,0.002840909090909091,0.5
opinion,plants,0.002840909090909091,0.5
opinion,art,0.011363636363636364,0.5
opinion,degrees,0.002840909090909091,0.5
opinion,modern,0.005681818181818182,0.5
opinion,t,0.005681818181818182,0.5
opinion,video,0.005681818181818182,0.5
opinion,ice,0.005681818181818182,0.5
opinion,vacuum,0.002840909090909091,0.5
opinion,be,0.002840909090909091,0.5
opinion,cats,0.005681818181818182,0.5
opinion,platforms,0.005681818181818182,0.5
opinion,earth,0.002840909090909091,0.5
opinion,photosynthesis,0.002840909090909091,0.5
opinion,living,0.002840909090909091,0.5
opinion,than,0.019886363636363636,0.5
opinion,made,0.002840909090909091,0.5
opinion,b,0.002840909090909091,0.5
opinion,"299,792",0.002840909090909091,0.5
opinion,giza,0.002840909090909091,0.5
opinion,they,0.005681818181818182,0.5
opinion,requires,0.005681818181818182,0.5
opinion,a,0.017045454545454544,0.5
opinion,oxygen,0.002840909090909091,0.5
opinion,100,0.002840909090909091,0.5
opinion,chocolate,0.005681818181818182,0.5
opinion,heart,0.002840909090909091,0.5
opinion,%,0.002840909090909091,0.5
opinion,change,0.005681818181818182,0.5
opinion,20,0.002840909090909091,0.5
opinion,has,0.002840909090909091,0.5
opinion,thing,0.002840909090909091,0.5
opinion,want,0.005681818181818182,0.5
opinion,through,0.005681818181818182,0.5
opinion,degree,0.005681818181818182,0.5
opinion,treasury,0.002840909090909091,0.5
opinion,personal,0.005681818181818182,0.5
opinion,social,0.005681818181818182,0.5
opinion,built,0.002840909090909091,0.5
opinion,german,0.005681818181818182,0.5
opinion,forever,0.005681818181818182,0.5
opinion,reading,0.005681818181818182,0.5
opinion,guarantees,0.005681818181818182,0.5
opinion,real,0.011363636363636364,0.5
opinion,up,0.002840909090909091,0.5
opinion,was,0.002840909090909091,0.5
opinion,career,0.005681818181818182,0.5
opinion,cream,0.005681818181818182,0.5
opinion,and,0.002840909090909091,0.5
opinion,abundant,0.002840909090909091,0.5
opinion,plane,0.005681818181818182,0.5
opinion,less,0.002840909090909091,0.5
opinion,world,0.002840909090909091,0.5
opinion,crust,0.002840909090909091,0.5
opinion,is,0.022727272727272728,0.5
opinion,:,0.002840909090909091,0.5
opinion,summer,0.005681818181818182,0.5
